timetweet,isitweet,favcount,retwcount,id,name
2022-09-20 12:14:28,"b'RT @liputan6dotcom: Hacker Bjorka akhirnya kembali muncul. Dalam kanal Telegram miliknya, Bjorka menegaskan ia sedang mempersiapkan kejutan\xe2\x80\xa6'",0,4,1572197497258536963,RanupsProSandi
2022-09-20 12:14:21,"b'RT @liputan6dotcom: Hacker Bjorka akhirnya kembali muncul. Dalam kanal Telegram miliknya, Bjorka menegaskan ia sedang mempersiapkan kejutan\xe2\x80\xa6'",0,4,1572197468703690755,Slash00713
2022-09-20 12:14:14,b'@detikcom Bjorka akan dikangkangi NM sampe kehabisan nafas',0,0,1572197440211812354,MasDjadoelMedan
2022-09-20 12:13:56,"b'Ini bjorka-bjroka tuh sape sih, tapi keren juga kerjaannya salut.'",0,0,1572197365339262977,TaufikInc
2022-09-20 12:13:43,b'RT @dimasavv_: wah wah wah #Bjorka https://t.co/90fhbUasS6',0,1224,1572197312017072129,KaizenYuri
2022-09-20 12:13:36,b'RT @idejualanku: Bjorka tolong spill sapa selingkuhannya Reza arap.',0,2,1572197282942169091,firlatte
2022-09-20 12:13:32,b'RT @Rezfalvi: Mungkin Film #Theblacklist ini bisa menjawab pertanyaan rakyat Indonesia\nTentang siapa itu #Bjorka dan bagaimana cara kerjany\xe2\x80\xa6',0,1,1572197265615495169,icansican
2022-09-20 12:13:22,b'@memelord_666666 bjorka jg tpi soal lain',0,0,1572197223706021889,plumbinq
2022-09-20 12:13:14,"b'RT @dnsover: bjorka\nb j o r k a\nb r o j a k\nb. r o j a k\nb. rojak\nbapak rojak\n\nGuys, WE FOUND HIM!'",0,1,1572197190034137095,VVisnu__
2022-09-20 12:13:09,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572197166575415305,cak_samid
2022-09-20 12:13:07,b'Bjorka tolong spill sapa selingkuhannya Reza arap.',0,2,1572197158799175680,idejualanku
2022-09-20 12:13:03,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572197143087296513,komangradityag
2022-09-20 12:12:57,"b'RT @CNNIndonesia: Miliaran data pribadi diklaim bocor dari situs korporasi hingga lembaga negara. Jenis data pun beragam, mulai dari NIK sa\xe2\x80\xa6'",0,92,1572197116415741952,tya_an70
2022-09-20 12:12:54,"b'RT @detikcom: Kepada penyidik, Muhammad Agung Hidayatulloh mengungkapkan motif di balik dirinya membantu hacker eksistensi Bjorka. https://\xe2\x80\xa6'",0,61,1572197103161737217,tya_an70
2022-09-20 12:12:51,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572197090343911425,BroketxtNari
2022-09-20 12:12:32,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572197014255050752,okonomiyaki1602
2022-09-20 12:12:31,b'Cara daftar program afiliasi Silakan Dapatkan sekarang juga di Shopee! https://t.co/HCxFNfvMTU\n\n#AniesPresiden2024 #bpjs #Selingkuh #Bjorka',0,0,1572197009012199425,inotlus
2022-09-20 12:12:18,b'Gacor Tanpa Batas \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\n#PINOQQ #SITUSGACOR #SITUSERPERCAYA #MAMAMUDA #GOYANGANHOT #TIKTOK #CEWEKSEXY #JAKCPOTSLOT #GACOR #POKER #slot #MUDAHMENANG #slotgacor #rezarap #PESULAPMERAH #viral #videosexy #ngakakkocak #ceweksexy #cewekmontok #judionline #tiktoksexy #indodax #bjorka https://t.co/qpX8JXeFT1',0,0,1572196955018895362,YunitaFeronik4
2022-09-20 12:12:11,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196922697592834,abizareyhan
2022-09-20 12:12:10,"b'RT @OposisiCerdas: Unggah Video di YouTube, Bjorka: Mereka yang Mendukung Saya karena Merasa Muak dengan Pemerintah\nhttps://t.co/WKHUkobPKJ'",0,99,1572196919044370432,cia_abdul
2022-09-20 12:12:10,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196918897577987,ConneR__N
2022-09-20 12:11:53,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196847405629441,bukanwitch
2022-09-20 12:11:35,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196772700917761,kebaltirani
2022-09-20 12:11:30,b'@kegblgnunfaedh Ternyata selama ini bjorka adalah caca handika',0,0,1572196753495191555,Hadia0591
2022-09-20 12:11:16,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196695534080000,sihannying
2022-09-20 12:10:57,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196616043655170,rosesinmyroom
2022-09-20 12:10:50,b'RT @MMargani5: Akibat GONJANG-GANJING Kasus Sambo &amp; Bjorka dll nya maka..\nAda yg \xf0\x9f\x91\x87\xf0\x9f\xa7\x90\xf0\x9f\x91\x87TERLUPAKAN\xe2\x9d\x97\n\nKasus dugaan korupsi PT Duta Palma Group d\xe2\x80\xa6',0,463,1572196585387466754,Rezamorset1
2022-09-20 12:10:36,b'RT @racunindo: Lalisa Oversized Crop\n\xe2\xad\x90\xef\xb8\x8f4.9\nhttps://t.co/RTpaR3N064\n\nmotor listrik militer adam levine senyap bergerak cepat rehan behati yo\xe2\x80\xa6',0,118,1572196527124402177,Pinkymacaroon_
2022-09-20 12:10:36,b'RT @rekomendasihitz: \xe2\x9c\xa8 rekomendasi sweater kekinian under 100k \xe2\x9c\xa8\n\n\xe2\x80\x94thread\n\nyoasobi senin hitc natalie 30 menit piala asia peningkatan ekono\xe2\x80\xa6',0,146,1572196524356173825,lavoisierrz
2022-09-20 12:10:31,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196506056413190,timmymalachi
2022-09-20 12:10:23,"b'Hacker Bjorka akhirnya kembali muncul. Dalam kanal Telegram miliknya, Bjorka menegaskan ia sedang mempersiapkan kejutan spesial. #EnamPlus https://t.co/PeSaIrlNE9'",6,4,1572196469935050756,liputan6dotcom
2022-09-20 12:10:21,b'RT @hjwhat: rekomendasi botol minum kiyowo \xf0\x9f\x8d\x92\n\n\xe2\x80\x94thread\n\nyoasobi senin hitc natalie 30 menit piala asia peningkatan ekonomi negara laptop reh\xe2\x80\xa6',0,102,1572196464742498304,lavoisierrz
2022-09-20 12:09:54,b'RT @_selebtwiter: Putra aji seorang pemuda yg sejak umur 15 thn diajak bekerja sama dgn  NASA \nMemberikan penjelasan tentang hacker Bjorka\xe2\x80\xa6',0,7,1572196351672459264,_selebtwiter
2022-09-20 12:09:49,b'RT @rekomendasihitz: white shoes reccommendation \xe2\x9b\xb8\xef\xb8\x8f\n\n\xe2\x80\x94thread \n\nyoasobi natalie hitc piala asia bjorka treasure concept poster senin senyap\xe2\x80\xa6',0,138,1572196327773310976,lavoisierrz
2022-09-20 12:09:44,b'RT @detikcom: Nikita Mirzani lancarkan serangan ke Bjorka. Ia mengancam akan membongkar identitas sang hacker!  https://t.co/hl62zooixa',0,72,1572196309150609408,Farhanarif02
2022-09-20 12:09:44,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196308953468930,etanaon_
2022-09-20 12:09:44,b'Bjorka = Bapak Rojak \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,0,1572196306852147201,hasiimsii
2022-09-20 12:09:29,b'RT @MMargani5: Akibat GONJANG-GANJING Kasus Sambo &amp; Bjorka dll nya maka..\nAda yg \xf0\x9f\x91\x87\xf0\x9f\xa7\x90\xf0\x9f\x91\x87TERLUPAKAN\xe2\x9d\x97\n\nKasus dugaan korupsi PT Duta Palma Group d\xe2\x80\xa6',0,463,1572196246479314945,jogobonito212
2022-09-20 12:09:12,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196175553634305,rzz_yyza
2022-09-20 12:09:05,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196145216262145,rullys
2022-09-20 12:09:05,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196143777611776,vinostheend
2022-09-20 12:08:53,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196094221885450,FahmiAgustian
2022-09-20 12:08:49,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196076387733505,breakeventh
2022-09-20 12:08:43,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572196050198491138,hounhey
2022-09-20 12:08:31,b'@bjorkanismreal Bjorka kw yah wkwkwkw',0,0,1572196003868180480,pakel52192279
2022-09-20 12:08:27,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195983223828486,yeteruskenapa
2022-09-20 12:08:20,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195956288008194,foxssinn
2022-09-20 12:08:16,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195938151854080,maknyadoy
2022-09-20 12:08:12,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195924306460672,collin_batigoal
2022-09-20 12:07:47,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195817183936518,theeestaliionn
2022-09-20 12:07:13,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195676657954817,sipalingbarbar
2022-09-20 12:07:04,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195636321349633,Lingkar_Jakarta
2022-09-20 12:06:58,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195611004506112,alnXq3
2022-09-20 12:06:53,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195590540492800,Wildanwiratmoko
2022-09-20 12:06:49,"b'RT @ismailfahmi: Fix, isu Bjorka udah basi, ndak menarik lagi. Karena udah ndak jelas, dimainkan untuk pengalihan isu, politis, pansos, dll\xe2\x80\xa6'",0,56,1572195574803472384,dapaaah
2022-09-20 12:06:47,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195565336920064,milkykookizz
2022-09-20 12:06:28,b'RT @MMargani5: Akibat GONJANG-GANJING Kasus Sambo &amp; Bjorka dll nya maka..\nAda yg \xf0\x9f\x91\x87\xf0\x9f\xa7\x90\xf0\x9f\x91\x87TERLUPAKAN\xe2\x9d\x97\n\nKasus dugaan korupsi PT Duta Palma Group d\xe2\x80\xa6',0,463,1572195485057949701,HMMurah3
2022-09-20 12:06:21,"b'RT @NESVERLAND: ini gatau kasus sambo sama bjorka ketinggalan, wah gila si, 2022 setelah pandemi panjang malah banyak sinetron'",0,98,1572195454552768512,ikeerosee
2022-09-20 12:06:16,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195433891635200,pixieparasols
2022-09-20 12:06:12,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572195419786203136,rkafein
2022-09-20 12:06:00,b'RT @MMargani5: Akibat GONJANG-GANJING Kasus Sambo &amp; Bjorka dll nya maka..\nAda yg \xf0\x9f\x91\x87\xf0\x9f\xa7\x90\xf0\x9f\x91\x87TERLUPAKAN\xe2\x9d\x97\n\nKasus dugaan korupsi PT Duta Palma Group d\xe2\x80\xa6',0,463,1572195370045939712,hanvireta2
2022-09-20 12:05:57,b'RT @brrybluez: rekomendasi kardigan\n\n1. https://t.co/64Qu4IDNuf\n2. https://t.co/q2isPoreIq\n3. https://t.co/RVztb2OIJw\n4. https://t.co/mnrak\xe2\x80\xa6',0,32,1572195357534355456,Azada_woo
2022-09-20 12:05:49,b'RT @racunindo: Standing Mirror \xe2\x9c\xa8\n\xe2\xad\x90\xef\xb8\x8f4.9\nhttps://t.co/yYWEwHQgQx\n\nyoasobi treasure concept poster hitc peningkatan ekonomi negara senin natal\xe2\x80\xa6',0,119,1572195323912818694,Pinkymacaroon_
2022-09-20 12:05:41,b'Heboh kasus Sambo\nHeboh BBM Naik\nHeboh Bjorka\nHeboh Afi-Nathalie\nHeboh Perselingkuhan\nNext?',0,0,1572195289741815808,sttrawby_
2022-09-20 12:05:21,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195204555485186,mazzini_gsp
2022-09-20 12:05:02,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572195125618528257,yaudahdehy
2022-09-20 12:04:50,b'@fruitppunch @taexas Pengalihan isu bjorka yak',0,0,1572195075979120641,Diniir__
2022-09-20 12:04:42,b'RT @rekomendasihitz: pastel outfit idea \xf0\x9f\x8c\x88\n\n\xe2\x80\x94thread\n\nadam levine reza arap senyap bergerak cepat skz for street man fighter behati rehan ada\xe2\x80\xa6',0,79,1572195039375429634,rockviille
2022-09-20 12:04:41,"b'RT @OposisiCerdas: Unggah Video di YouTube, Bjorka: Mereka yang Mendukung Saya karena Merasa Muak dengan Pemerintah\nhttps://t.co/WKHUkobPKJ'",0,99,1572195035868966912,ridhorahadi
2022-09-20 12:03:57,"b'bjorka\nb j o r k a\nb r o j a k\nb. r o j a k\nb. rojak\nbapak rojak\n\nGuys, WE FOUND HIM!'",0,1,1572194853999742977,dnsover
2022-09-20 12:03:42,"b'RT @tubbirfess: Polisi nyari bjorka 1 bulan sampe mesti pake penangkapan settingan, netijen nyari identitas Natalie ganyampe seminggu kebon\xe2\x80\xa6'",0,590,1572194788392439810,cmclic
2022-09-20 12:03:30,b'bjorka itu apa?',0,0,1572194740434767873,teatae_ly
2022-09-20 12:03:27,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572194725196877825,pujyhartono
2022-09-20 12:03:22,"b'RT @ismailfahmi: Ndak gini juga cara mainnya om.\n\nDi Eropa, di Singapore, dll yang dituntut kalau ada kebocoran data ya controller dan/atau\xe2\x80\xa6'",0,1596,1572194706288947202,Prasety44990944
